sep=|
"Name"|"Current balance"|"Account"|"Transfers"|"Description"|"Payee"|"Category"|"Date"|"Time"|"Memo"|"Amount"|"Currency"|"Check #"|"Tags"
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"06/13/2019"|"00:00"|""|"-22,50"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"06/13/2019"|"00:00"|""|"-8,79"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Mc Donalds Exm"|"Mc Donalds"|"Diversao > Comer Fora"|"06/13/2019"|"00:00"|""|"-55,70"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"06/12/2019"|"00:00"|""|"-13,00"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"06/11/2019"|"00:00"|""|"-25,36"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|"Mar.Caixa.0863.204081"|"PAG BOLETO"|""|""|"06/10/2019"|"12:00"|""|"1.607,92"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Uber do Brasil Tecnolo"|""|""|"06/10/2019"|"00:00"|""|"-190,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Colegio Cesario Ltda M"|""|""|"06/10/2019"|"00:00"|""|"-12,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"06/08/2019"|"00:00"|""|"-10,18"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Espaco Grill"|""|""|"06/07/2019"|"00:00"|""|"-51,90"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"06/06/2019"|"00:00"|""|"-6,56"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|"Pao de Açucar"|"Mercado > Superfluos > Other"|"06/05/2019"|"00:00"|""|"-44,48"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"06/05/2019"|"00:00"|""|"-8,50"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"06/04/2019"|"00:00"|""|"-12,90"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Sams Club Brasilia"|""|"Mercado > Superfluos > Other, Mercado > Basicos > Outros, Mercado > Basicos > Carnes, Mercado > Superfluos > Vinhos, Mercado > Limpeza"|"06/03/2019"|"00:00"|""|"-470,74"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Mc Donalds Exm"|"Mc Donalds"|"Diversao > Comer Fora"|"06/01/2019"|"00:00"|""|"-61,60"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"06/01/2019"|"00:00"|""|"-10,60"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Peixe Urbano"|""|""|"06/01/2019"|"00:00"|""|"-60,26"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Paypal *Yellow"|""|""|"06/01/2019"|"00:00"|""|"-40,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/31/2019"|"00:00"|""|"-11,50"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/31/2019"|"00:00"|""|"-12,14"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/30/2019"|"00:00"|""|"-7,67"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Automovel > Maintenance, Mercado > Basicos > Outros"|"05/30/2019"|"00:00"|""|"-79,36"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/29/2019"|"00:00"|""|"-6,84"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/29/2019"|"00:00"|""|"-12,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/28/2019"|"00:00"|""|"-14,50"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/28/2019"|"00:00"|""|"-10,18"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Itunes.Com/Bill"|""|""|"05/28/2019"|"00:00"|""|"-10,90"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/27/2019"|"00:00"|""|"-54,88"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Brasilia Participacoes"|""|""|"05/27/2019"|"00:00"|""|"-4,80"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nazareth Cafe"|""|""|"05/25/2019"|"00:00"|""|"-25,30"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Espaco Grill"|""|""|"05/25/2019"|"00:00"|""|"-47,70"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"2081drogasil"|"Drogasil"|"Mercado > Higiene"|"05/24/2019"|"00:00"|""|"-35,65"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|"Pao de Açucar"|"Mercado > Higiene, Mercado > Superfluos > Other"|"05/24/2019"|"00:00"|""|"-41,44"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/24/2019"|"00:00"|""|"-8,09"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/23/2019"|"00:00"|""|"-12,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/23/2019"|"00:00"|""|"-32,76"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Itunes.Com/Bill"|""|""|"05/23/2019"|"00:00"|""|"-10,90"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/22/2019"|"00:00"|""|"-8,50"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Je Logistica"|""|""|"05/21/2019"|"00:00"|""|"-25,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/21/2019"|"00:00"|""|"-36,05"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Mc Donalds Exm"|"Mc Donalds"|"Diversao > Comer Fora"|"05/21/2019"|"00:00"|""|"-59,80"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Comper Loja"|"Comper"|"Mercado > Basicos > Outros"|"05/18/2019"|"00:00"|""|"-11,34"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|"Pao de Açucar"|"Criancas > Livrinhos"|"05/17/2019"|"00:00"|""|"-33,89"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/17/2019"|"00:00"|""|"-9,77"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/17/2019"|"00:00"|""|"-12,50"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/16/2019"|"00:00"|""|"-9,07"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Paypal *Yellow"|""|""|"05/16/2019"|"00:00"|""|"-40,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/15/2019"|"00:00"|""|"-7,67"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/14/2019"|"00:00"|""|"-7,95"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|"Pao de Açucar"|"Presentes Dados"|"05/13/2019"|"00:00"|""|"-55,96"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|"Pao de Açucar"|"Mercado > Basicos > Outros, Mercado > Basicos > Carnes, Mercado > Superfluos > Vinhos"|"05/13/2019"|"00:00"|""|"-234,29"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/13/2019"|"00:00"|""|"-66,78"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/11/2019"|"00:00"|""|"-11,09"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/11/2019"|"00:00"|""|"-13,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|""|"Mercado > Superfluos > Other"|"05/11/2019"|"00:00"|""|"-81,92"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/10/2019"|"00:00"|""|"-9,07"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/09/2019"|"00:00"|""|"-9,77"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/08/2019"|"00:00"|""|"-8,51"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"05/08/2019"|"00:00"|""|"-21,50"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Igreja N S de Fatima"|""|""|"05/08/2019"|"00:00"|""|"-50,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/07/2019"|"00:00"|""|"-10,18"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|"Pat.BB.28835.220256"|"Pagamento de Título - NU PAGAMENTOS S.A."|""|""|"05/06/2019"|"12:00"|""|"2.086,48"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ciatoy"|"Cia Toy"|"Presentes Dados"|"05/04/2019"|"00:00"|""|"-98,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Mb Parking"|""|"Automovel > Estacionamento"|"05/04/2019"|"00:00"|""|"-4,40"|"BRL"|""|"Mitsubishi Outlander 2015; "
""|""|"Mar.NuBank"|""|"Obra Social Santa Izab"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"05/04/2019"|"00:00"|""|"-38,84"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Mc Donalds Exm"|"Mc Donalds"|"Diversao > Comer Fora"|"05/04/2019"|"00:00"|""|"-22,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Obra Social Santa Izab"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"05/01/2019"|"00:00"|""|"-11,50"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"05/01/2019"|"00:00"|""|"-8,51"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/30/2019"|"00:00"|""|"-8,50"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Sams Club Brasilia"|""|"Mercado > Basicos > Carnes, Mercado > Higiene, Mercado > Basicos > Outros, Presentes Dados, Mercado > Superfluos > Other"|"04/29/2019"|"00:00"|""|"-574,47"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Obra Social Santa Izab"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"04/27/2019"|"00:00"|""|"-9,50"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/27/2019"|"00:00"|""|"-9,49"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/26/2019"|"00:00"|""|"-9,90"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/26/2019"|"00:00"|""|"-5,96"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Claro Lj Pat"|""|""|"04/26/2019"|"00:00"|""|"-10,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Mb Parking"|""|"Automovel > Estacionamento"|"04/26/2019"|"00:00"|""|"-10,90"|"BRL"|""|"Mitsubishi Outlander 2015; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/25/2019"|"00:00"|""|"-10,18"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/25/2019"|"00:00"|""|"-7,18"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Mc Donalds Exm"|"Mc Donalds"|"Diversao > Comer Fora"|"04/25/2019"|"00:00"|""|"-80,70"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"04/24/2019"|"00:00"|""|"-12,50"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/24/2019"|"00:00"|""|"-9,07"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/23/2019"|"00:00"|""|"-10,18"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Mercado > Superfluos > Other"|"04/23/2019"|"00:00"|""|"-17,90"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Itunes.Com/Bill"|""|""|"04/23/2019"|"00:00"|""|"-10,90"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nintendo *Americaus"|""|""|"04/22/2019"|"00:00"|""|"-60,03"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Carrefour Bst"|""|"Presentes Dados, Mercado > Superfluos > Other"|"04/22/2019"|"00:00"|""|"-53,70"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"IOF de ""Nintendo *Americaus"""|""|""|"04/22/2019"|"00:00"|""|"-3,83"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Mercado > Basicos > Outros"|"04/20/2019"|"00:00"|""|"-71,89"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"2081drogasil"|"Drogasil"|"Mercado > Higiene"|"04/20/2019"|"00:00"|""|"-30,10"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Mercado > Basicos > Outros"|"04/19/2019"|"00:00"|""|"-73,19"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/18/2019"|"00:00"|""|"-10,39"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|"Pao de Açucar"|"Mercado > Superfluos > Other"|"04/17/2019"|"00:00"|""|"-90,95"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/17/2019"|"00:00"|""|"-8,37"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"04/16/2019"|"00:00"|""|"-15,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/16/2019"|"00:00"|""|"-8,90"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Fcia Pague Menos"|"Pague Menos"|"Saude > Remedio"|"04/16/2019"|"00:00"|""|"-14,44"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Obra Social Santa Izab"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"04/15/2019"|"00:00"|""|"-83,75"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Paypal -Yellow"|""|""|"04/15/2019"|"00:00"|""|"-40,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Casa Biscoitos Mineiro"|"Biscoito Mineiro"|"Diversao > Festinha"|"04/15/2019"|"00:00"|""|"-153,51"|"BRL"|""|"Helena; "
""|""|"Mar.NuBank"|""|"Casa de Carnes Tolenti"|""|""|"04/15/2019"|"00:00"|""|"-85,30"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/13/2019"|"00:00"|""|"-10,46"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/12/2019"|"00:00"|""|"-9,63"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/11/2019"|"00:00"|""|"-10,46"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Mercado > Basicos > Outros"|"04/10/2019"|"00:00"|""|"-54,32"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/10/2019"|"00:00"|""|"-4,00"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/10/2019"|"00:00"|""|"-8,65"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|"Mar.Caixa.0863.204081"|"PAG BOLETO"|""|""|"04/08/2019"|"12:00"|""|"3.550,46"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Obra Social Santa Izab"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"04/08/2019"|"00:00"|""|"-49,05"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|""|""|"04/06/2019"|"00:00"|""|"-24,31"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/06/2019"|"00:00"|""|"-9,20"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Itunes.Com/Bill"|""|""|"04/05/2019"|"00:00"|""|"-18,90"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/05/2019"|"00:00"|""|"-28,15"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/04/2019"|"00:00"|""|"-10,95"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Mercado > Basicos > Outros"|"04/04/2019"|"00:00"|""|"-31,71"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/03/2019"|"00:00"|""|"-8,23"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Banca Esplanada"|""|""|"04/03/2019"|"00:00"|""|"-90,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"04/02/2019"|"00:00"|""|"-72,21"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Mercado > Basicos > Outros"|"04/02/2019"|"00:00"|""|"-25,56"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"04/02/2019"|"00:00"|""|"-7,67"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Sandu Gas"|""|""|"04/01/2019"|"00:00"|""|"-150,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Atacadao Dia A Dia"|""|"Mercado > Basicos > Outros"|"04/01/2019"|"00:00"|""|"-103,01"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/30/2019"|"00:00"|""|"-8,50"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Mercado > Basicos > Carnes, Mercado > Basicos > Outros, Mercado > Superfluos > Vinhos"|"03/29/2019"|"00:00"|""|"-131,37"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/29/2019"|"00:00"|""|"-7,95"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/29/2019"|"00:00"|""|"-8,65"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/28/2019"|"00:00"|""|"-11,15"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Cantina Sao Francisco"|""|""|"03/28/2019"|"00:00"|""|"-12,00"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Itunes.Com/Bill"|""|""|"03/27/2019"|"00:00"|""|"-10,90"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/26/2019"|"00:00"|""|"-9,07"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Mc Donalds Exm"|"Mc Donalds"|"Diversao > Comer Fora"|"03/25/2019"|"00:00"|""|"-51,80"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Obra Social Santa Izab"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"03/25/2019"|"00:00"|""|"-61,46"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Comper Loja"|"Supermercado Comper"|"Mercado > Basicos > Outros"|"03/25/2019"|"00:00"|""|"-45,14"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Itunes.Com/Bill"|""|""|"03/23/2019"|"00:00"|""|"-10,90"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|""|"Mercado > Basicos > Carnes"|"03/22/2019"|"00:00"|""|"-135,11"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Fcia Pague Menos"|"Farmacia Pague Menos"|"Saude > Remedio"|"03/22/2019"|"00:00"|""|"-10,77"|"BRL"|""|"Patrícia; "
""|""|"Mar.NuBank"|""|"Obra Social Santa Izab"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"03/22/2019"|"00:00"|""|"-58,66"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Fcia Pague Menos"|"Farmacia Pague Menos"|"Saude > Remedio"|"03/19/2019"|"00:00"|""|"-51,90"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"2081drogasil"|"Drogasil"|"Saude > Remedio"|"03/19/2019"|"00:00"|""|"-21,31"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/15/2019"|"00:00"|""|"-11,30"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Petronorte"|""|""|"03/14/2019"|"00:00"|""|"-222,52"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Big Box Supermercados"|"Supermercado Bigbox"|"Mercado > Basicos > Outros, Mercado > Superfluos > Other"|"03/14/2019"|"00:00"|""|"-68,51"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/13/2019"|"00:00"|""|"-12,69"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Ossi"|""|""|"03/13/2019"|"00:00"|""|"-54,66"|"BRL"|""|""
""|""|"Mar.NuBank"|"Mar.Caixa.0863.204081"|"PAG BOLETO"|""|""|"03/11/2019"|"12:00"|""|"6.704,80"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"IOF de ""Amzn Mktp Us*Mw2z28471"""|""|""|"03/11/2019"|"00:00"|""|"-26,23"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Amzn Mktp Us*Mw2z28471"|""|""|"03/11/2019"|"00:00"|""|"-411,18"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Obra Social Santa Izab"|"OSSI - Restaurante"|"Diversao > Comer Fora"|"03/09/2019"|"00:00"|""|"-39,41"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Sams Club Brasilia"|"Sams Club"|"Mercado > Higiene, Mercado > Basicos > Outros, Mercado > Superfluos > Other, Mercado > Basicos > Leite"|"03/05/2019"|"00:00"|""|"-504,67"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Drogaria Familia"|""|""|"03/04/2019"|"00:00"|""|"-15,00"|"BRL"|""|""
""|""|"Mar.NuBank"|"Empr Feito d Luzia.20110922"|"Atacadao Dia A Dia"|""|""|"03/04/2019"|"00:00"|"Compras p o Jr Atacadao"|"-353,14"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Giraffas"|""|""|"03/04/2019"|"00:00"|""|"-73,60"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Atacadao Dia A Dia"|"Atacadao Dia Dia"|"Mercado > Basicos > Outros, Mercado > Superfluos > Other, Mercado > Limpeza"|"03/04/2019"|"00:00"|""|"-753,87"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/02/2019"|"00:00"|""|"-8,94"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Pao de Acucar Lj"|""|"Mercado > Basicos > Carnes, Mercado > Superfluos > Other, Mercado > Basicos > Outros"|"03/02/2019"|"00:00"|""|"-63,22"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"03/01/2019"|"00:00"|""|"-11,70"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"Nature Alimentos"|"Nature Alimentos"|"Trabalho > Alimentacao"|"02/28/2019"|"00:00"|""|"-10,00"|"BRL"|""|"Marcelo; "
""|""|"Mar.NuBank"|""|"IOF de ""Apl*Apple Online Store"""|"Apple"|"Tech > Computadores"|"02/27/2019"|"00:00"|""|"-128,48"|"BRL"|""|"Apple Watch 4; "
""|""|"Mar.NuBank"|""|"Computadores"|"Apple"|"Tech > Computadores"|"02/27/2019"|"00:00"|""|"-2.013,78"|"BRL"|""|"Apple Watch 4; "
""|""|"Mar.NuBank"|""|"Nazareth Cafe"|"Nazareth Cafe"|"Diversao > Comer Fora"|"02/27/2019"|"00:00"|""|"-25,30"|"BRL"|""|""
""|""|"Mar.NuBank"|""|"Espaco Grill"|"Espaco Gril"|"Diversao > Comer Fora"|"02/27/2019"|"00:00"|""|"-40,90"|"BRL"|""|""
